=== source: childes_uk ===

-- Conversation 020203::4 (2456 lemmas, speakers: CHI, DAD, MOT) --
  *CHI:	a biscuit .
  *FAT:	what you do .
  *FAT:	what number be you do .
  *FAT:	bub .
  *FAT:	tell me the number .
  *FAT:	tell me the number .
  *CHI:	no .
  *FAT:	why .
  *FAT:	oh .
  *FAT:	that be good .
  *FAT:	and now you get rid of it .
  *FAT:	well do .
  *FAT:	oh .
  *FAT:	there it be .
  *FAT:	back again .
  *FAT:	oh .
  *FAT:	slow .
  *FAT:	letter as well .
  *FAT:	oh .
  *FAT:	that be just come up back here now .
  *FAT:	that do not work end do it .
  *FAT:	so what we will do be we will just close that because that do not work .
  *FAT:	hold on .
  *FAT:	let me just close it first .
  *FAT:	i do not know what you do there but that be good .
  *FAT:	close that .
  *FAT:	that be it .
  *FAT:	that can go back up here again .
  *FAT:	what letter then do you want to do .
  *FAT:	no .
  *FAT:	just do it with one finger cm darling .
  *FAT:	do not do just too many .
  *FAT:	right .
  *FAT:	i will get this .
  *FAT:	let us get rid of this .
  *FAT:	hold on .
  *FAT:	right .
  *FAT:	why be it do that .
  *FAT:	off you go .
  *FAT:	now just do one thing at a time .
  *FAT:	oh .
  *FAT:	black one .
  *FAT:	what letter that cm darling .
  *CHI:	b .
  *FAT:	huh .
  *FAT:	and it be .
  *FAT:	what letter be you do now .
  *FAT:	what number be you do now .
  *CHI:	three .
  *FAT:	three .
  *FAT:	three .
  *FAT:	that say so many three .
  *FAT:	ow .
  *FAT:	so many three .
  *FAT:	eleanor .
  *FAT:	i do not know .
  *FAT:	honest .
  *FAT:	look at all those three .
  *CHI:	yeah .
  *FAT:	now what be you go to do .
  *FAT:	more .
  *CHI:	it be all of these .
  *CHI:	no .
  *FAT:	now .
  *FAT:	oh cm my word .
  *FAT:	what number be you do .
  *CHI:	four .
  *FAT:	four .
  *FAT:	there be too many four .
  *FAT:	enter .
  *FAT:	go .
  *FAT:	what .
  *FAT:	what number be you do now .
  *CHI:	five .
  *FAT:	why be you do so may five .
  *CHI:	because it be nice to do so many five .
  *FAT:	do it make a nice pattern .
  *CHI:	nice pattern .
  *FAT:	mm .
  *CHI:	there be only five away .
  *FAT:	next one .
  *CHI:	do it now .
  *CHI:	that be a number two .
  *FAT:	oh yes .
  *FAT:	because you be two year old end be not you .
  *FAT:	so that be a good one .
  *FAT:	i be do number two .
  *FAT:	mm .
  *FAT:	next one .
  *CHI:	no .
  *CHI:	that one stay .
  *FAT:	right .
  *CHI:	because i be go to get it .
  *FAT:	now you can press enter .
  *FAT:	the one underneath it .
  *CHI:	no .
  *CHI:	i want do this one .
  *FAT:	that just get rid of it slow .
  *FAT:	keep your finger on it .
  *FAT:	keep your finger on it .
  *FAT:	err zip .
  *FAT:	there we be .
  *FAT:	it be a ah ha .
  *FAT:	that be it .
  *FAT:	why do not you do some letter .
  *CHI:	no .
  *CHI:	i want to do .
  *FAT:	let us move a bit close to you .
  *FAT:	get rid of this out the way .
  *FAT:	there you go .
  *FAT:	oh cm my word .
  *FAT:	you be do so many .
  *CHI:	number one .
  *FAT:	number one .
  *CHI:	hello .
  *FAT:	hello .
  *FAT:	who be you say hello to .
  *FAT:	the little man in the corner .
  *FAT:	hello cm little man .
  *FAT:	oh .
  *FAT:	you know what that be .
  *FAT:	it be suppose to be a .
  *CHI:	it be a .
  *CHI:	i want to switch it off .
  *FAT:	oh .
  *FAT:	i will show you .
  *FAT:	this button here .
  *FAT:	and then it be that red button there .
  *FAT:	you should get the arrow there it be .
  *FAT:	can you see the arrow .
  *FAT:	you move it down and down .
  *FAT:	it be that red button there .
  *FAT:	oh .
  *FAT:	where be it go .
  *FAT:	where be the arrow go .
  *FAT:	there it be .
  *FAT:	down .
  *FAT:	now .
  *FAT:	bob .
  *FAT:	cross .
  *FAT:	to the red button .
  *FAT:	there .
  *FAT:	and then you press the silver button .
  *FAT:	that be it .
  *FAT:	there you go .
  *FAT:	turn compute off .
  *FAT:	and then the red button again .
  *FAT:	where be the arrow go .
  *FAT:	there it be .
  *FAT:	and that red button say go on .
  *FAT:	super .
  *FAT:	turn the red button .
  *FAT:	there we go .
  *FAT:	press the silver button .
  *FAT:	hold on .
  *FAT:	it be go to close any minute now .
  *FAT:	do you want to save the document .
  *FAT:	no .
  *CHI:	mm .
  *FAT:	end now .
  *FAT:	switch off .
  *FAT:	oh .
  *FAT:	fun noise .
  *FAT:	switch off .
  *FAT:	window be shut down .
  *FAT:	and .
  *CHI:	do you close it .
  *FAT:	oh .
  *FAT:	excellent .
  *FAT:	well do cm bum .
  *FAT:	that be brilliant .
  *CHI:	daddy .
  *CHI:	show to the compute .
  *FAT:	to the what .
  *CHI:	shall we do daddy .
  *CHI:	shall we do shall we do .
  *FAT:	shall we do .
  *CHI:	shall we do .
  *FAT:	shall we do .
  *CHI:	shall we do .
  *FAT:	shall we do .
  *CHI:	shall we do shall we do shall we do .
  *FAT:	shall we do .
  *CHI:	shall we do .
  *FAT:	shall we do .
  *CHI:	shall we .
  *FAT:	again .
  *CHI:	yeah .
  *FAT:	both of them .
  *CHI:	yeah .
  *FAT:	oh right .
  *FAT:	they be good friend end be not they .
  *CHI:	dada .
  *CHI:	can you push them .
  *FAT:	okay cm darling .
  *FAT:	be it my turn .
  *CHI:	yeah .
  *FAT:	alright then .
  *FAT:	okay .
  *FAT:	be we ready .
  *FAT:	one .
  *FAT:	two .
  *CHI:	two .
  *FAT:	three .
  *FAT:	woo .
  *CHI:	three .
  *FAT:	oh my word .
  *FAT:	they be go too fast and then they will go even fast .
  *FAT:	i hope they do not feel sick .
  *FAT:	care .
  *FAT:	there boo .
  *FAT:	care boo .
  *FAT:	care .
  *FAT:	oh .
  *FAT:	care boo .
  *FAT:	care boo .
  *FAT:	care boo .
  *FAT:	be run around .
  *FAT:	run around just as fast as he can .
  *FAT:	oh .
  *FAT:	what happen .
  *CHI:	be they both of them fall down .
  *FAT:	oh no .
  *FAT:	the child have fall down .
  *FAT:	which one fall off the roundabout .
  *CHI:	me and frosty .
  *FAT:	oh dear .
  *FAT:	pick yourself up .
  *FAT:	do you want to go and check to see if frosty be alright .
  *CHI:	no .
  *FAT:	oh .
  *CHI:	he be hurt his head .
  *FAT:	oh dear .
  *FAT:	what shall we do .
  *CHI:	i know .
  *CHI:	lamb will not hurt his head .
  *CHI:	he will not hurt his head never .
  *CHI:	do not you cm lamb .
  *CHI:	no .
  *CHI:	you be not a baby end be you .
  *FAT:	yeah .
  *FAT:	lamb be alright but poor frosty .
  *FAT:	hm .
  *FAT:	poor frosty .
  *FAT:	he be lie on the floor .
  *FAT:	what be you go to do for frosty .
  *FAT:	hm .
  *FAT:	be you go to do a ah .
  *FAT:	that be nice .
  *FAT:	pick him up .
  *FAT:	give him a kiss .
  *CHI:	and you .
  *FAT:	and we will give him a cuddle .
  *FAT:	aah .
  *FAT:	you be alright cm frosty .
  *FAT:	do not you worry .
  *CHI:	you be alright .
  *FAT:	you be .
  *CHI:	be you a baby .
  *FAT:	yeah .
  *FAT:	he be alright be our frosty .
  *CHI:	daddy .
  *CHI:	do you know what happen now .

-- Conversation 030001::3 (1121 lemmas, speakers: CHI, FAT, MOT) --
  *CHI:	it be turn round .
  *MOT:	repeat ten past ten .
  *MOT:	yes .
  *CHI:	it be go it be go now .
  *MOT:	go on then .
  *MOT:	well sing then .
  *MOT:	go and sit up at the table .
  *CHI:	no i sing la la la .
  *CHI:	no .
  *MOT:	go and ask tara if he want to sing .
  *CHI:	because you want to sing .
  *CHI:	you want sing .
  *CHI:	sure the get two john bike .
  *CHI:	i make it .
  *MOT:	and what be you go to do with that piece of wood .
  *MOT:	where do you get that piece of wood from .
  *MOT:	out aunty lesley be do you .
  *MOT:	ow .
  *MOT:	why do not you put it down here and make a road .
  *MOT:	like that .
  *CHI:	get all my car out .
  *CHI:	it be a good idea .
  *MOT:	no .
  *CHI:	he go down .
  *CHI:	yes .
  *MOT:	you know .
  *MOT:	no .
  *MOT:	that be right .
  *MOT:	it be like a rover .
  *MOT:	where be that frog go .
  *MOT:	bounce up and down then .
  *MOT:	do it with mummy .
  *MOT:	come on .
  *CHI:	i can not do it .
  *MOT:	you can not do it .
  *CHI:	i can not do it .
  *MOT:	oh it jump .
  *CHI:	i be go over .
  *MOT:	he jump high as oh whoops a daisy .
  *MOT:	can not you be a frog .
  *MOT:	oh why be that then .
  *MOT:	oh that be like a that be not like a frog .
  *MOT:	oh yes i suppose it be bounce like a frog .
  *CHI:	take me a bed mummy .
  *CHI:	take me .
  *CHI:	i do .
  *FAT:	you can not go a bed .
  *CHI:	i can .
  *CHI:	i want a drink of water in bed .
  *FAT:	he go pop pop pop pop pop pop pop .
  *FAT:	he do .
  *FAT:	on the last day of september .
  *FAT:	ten green bottle stand on the wall .
  *FAT:	ten green bottle stand on the wall .
  *FAT:	there genmod be nine green bottle stand on the wall .
  *FAT:	no .
  *FAT:	you sing now .
  *MOT:	fry or do as a omelette .
  *FAT:	fry please my love .
  *CHI:	turn it on .
  *FAT:	right then .
  *CHI:	deep and wide .
  *FAT:	alright then .
  *FAT:	get ready .
  *FAT:	it be .
  *FAT:	it be .
  *CHI:	deep and wide .
  *FAT:	deep and wide .
  *CHI:	neville be not on there .
  *FAT:	you waste time .
  *MOT:	i do not know .
  *MOT:	dr smith be it .
  *CHI:	no .
  *CHI:	dr smith .
  *MOT:	he will learn to behave one way or the other .
  *CHI:	i be not cry .
  *FAT:	come down and be a good boy then .
  *CHI:	i fall down .
  *CHI:	i be go to fall down .
  *FAT:	fall on your head .
  *CHI:	i fall down the stair .
  *CHI:	you will not want to .
  *CHI:	i do not know .
  *MOT:	can you put your finger up by your eye like that .
  *MOT:	can you crawl like a snail .
  *MOT:	crawl around on your knee .
  *MOT:	put your finger up .
  *MOT:	creep crawl snail .
  *CHI:	creep crawl snail .
  *MOT:	creep crawl snail .
  *CHI:	i fall down .
  *CHI:	yes .
  *CHI:	creep crawl snail .
  *CHI:	it be my magic .
  *CHI:	it be all up there down kingswood .
  *CHI:	see me .
  *CHI:	i be go do a piece of potato .
  *CHI:	i be go do a piece of potato .
  *CHI:	see me .
  *CHI:	see me .
  *CHI:	see me .
  *CHI:	it be a aeroplane .
  *CHI:	it will not frighten tara .
  *MOT:	no .
  *CHI:	mum i want some more cut please .
  *CHI:	hello tara .
  *MOT:	what be you do .
  *MOT:	poor old tara .
  *CHI:	tara get my ball .
  *CHI:	no tara want it .
  *MOT:	what be she want your ball for then .
  *CHI:	go round and round on on her own .
  *CHI:	chase .
  *CHI:	i do not like you chanber .
  *CHI:	i take your ball away .
  *CHI:	you can not reach it up now .
  *CHI:	i will get it for you .
  *CHI:	and i can jump down and i will not fall .
  *CHI:	get down again .
  *CHI:	it might dry out when i put it in out the garden dry .
  *MOT:	yes it might .
  *CHI:	when i put it in the garden it might dry out .
  *CHI:	it might dry out .
  *CHI:	and it might dry out .
  *CHI:	and it might dry out .
  *CHI:	i be go out in the rain .
  *CHI:	yes .
  *MOT:	you do not have to put water on those .
  *MOT:	you can make it green without water on it .
  *CHI:	i can make it green .
  *CHI:	i need i need rain .
  *CHI:	i want use green .
  *CHI:	i want a toast mummy .
  *MOT:	what be it you want .
  *CHI:	toast .
  *CHI:	want it though with toast on .
  *CHI:	do not take the other one off .
  *MOT:	can not go round with one shoe on and one shoe off can you .
  *CHI:	i can .
  *CHI:	you know it be rain .
  *CHI:	it be not rain down on my bike .
  *CHI:	it be not rain down on my bike .
  *CHI:	bike .
  *CHI:	it be not rain down on my bike .
  *CHI:	it be rain on my handy now .
  *CHI:	ah .
  *CHI:	and the brigadier be .
  *MOT:	yes .
  *CHI:	sit a vinyl .
  *CHI:	i can not eat it .
  *MOT:	you can .
  *CHI:	i can not eat it in the no .
  *CHI:	no .
  *MOT:	what that lady get in her hand .
  *CHI:	a bunny rabbit .
  *CHI:	i have get a teddy .
  *MOT:	little green man be not it .
  *CHI:	clean my tooth .
  *MOT:	clean your tooth be you .
  *MOT:	neville .
  *CHI:	what .
  *CHI:	nothing .
  *CHI:	i can not see any .
  *CHI:	nothing .
  *MOT:	sing .
  *CHI:	on my arm on my arm .
  *MOT:	you have a wash be you .
  *MOT:	be not you go to sing to mummy .
  *CHI:	no .
  *CHI:	daddy do that .
  *MOT:	dondohdoh .
  *CHI:	daddy do that like a big man .
  *MOT:	la la la la .
  *MOT:	it be ragtime .
  *MOT:	shh do not shout .
  *MOT:	yes you be .
  *MOT:	alright i will bring it down .
  *MOT:	go on then .
  *MOT:	because ragtime be on .
  *CHI:	it be not .
  *MOT:	it be rain .
  *CHI:	no it be not .
  *CHI:	it be not .
  *CHI:	sure not rain on the line .
  *MOT:	sure .
  *MOT:	come on then .
  *MOT:	quick then .
  *CHI:	do wee wee now .
  *CHI:	i can go out when i get my shoe on .
  *MOT:	you be not to run out until daddy come through .
  *CHI:	i can run when daddy come .
  *CHI:	and i can meet him .
  *CHI:	on my raleigh chopper .
  *MOT:	no .
  *MOT:	we be not go anywhere .
  *MOT:	do not move .
  *CHI:	i be run i be run for daddy .
  *CHI:	i be run for daddy .
  *CHI:	it be pour down with rain .
  *CHI:	it be terrible in the rain .
  *CHI:	move that over there .
  *CHI:	round nanny be .
  *CHI:	draw .
  *MOT:	what be that then .
  *MOT:	cotton yes .
  *CHI:	sew machine .
  *CHI:	you have get .
  *MOT:	no .
  *MOT:	gran get the same as that have she .
  *MOT:	have she .
  *MOT:	you tell daddy then what .
  *CHI:	gran get one of those sew machine .
  *CHI:	yes .
  *MOT:	grey one be it .
  *MOT:	oh .
  *MOT:	turn it off neville .
  *CHI:	be nice .
  *MOT:	it be terrible .
  *CHI:	i like the horse jump .
  *MOT:	do you .
  *MOT:	do you .
  *CHI:	look look .
  *MOT:	that be how they go be it .
  *CHI:	i like it .
  *CHI:	over and over .
  *CHI:	and over .
  *CHI:	be it be it the horse jump .
  *CHI:	it be not horse jump .
  *CHI:	it be woolworths .
  *CHI:	it be the woolworths .
  *CHI:	i be play .
  *MOT:	on top of the garage .
  *CHI:	i want to meet nanny dot .
  *CHI:	no i meet her when it be rain .
  *CHI:	i can .
  *MOT:	no .
  *CHI:	yes .
  *MOT:	you rogue .
  *MOT:	put your hand up my clothes you little toad .
  *MOT:	get out .
  *MOT:	get out .
  *MOT:	that be rude neville .
  *MOT:	that be rude .
  *MOT:	go out .
  *CHI:	what he go to get .
  *CHI:	i want a go with him .
  *MOT:	he be go .
  *MOT:	well he be go have not he .
  *MOT:	will you like to talk to uncle bob first .
  *CHI:	because .
  *MOT:	you uncle go down froggy land last night .
  *MOT:	no .
  *MOT:	he be get other thing to do .

-- Conversation 030011b::1 (2830 lemmas, speakers: CHI, FAT, GRA, MOT) --
  *MOT:	you have your tart yet .
  *CHI:	no .
  *MOT:	you have a tart .
  *MOT:	you be so luck .
  *MOT:	come and sit on your table then .
  *CHI:	i be go to green end do not i .
  *MOT:	no .
  *CHI:	i do .
  *MOT:	oh .
  *CHI:	i have finish cm mum .
  *MOT:	good girl .
  *CHI:	then i might say mama .
  *MOT:	excuse me .
  *MOT:	do you have your tart then .
  *CHI:	no .
  *MOT:	you have a tart .
  *MOT:	you so luck .
  *MOT:	come and sit on your table then .
  *CHI:	i just paint it green end do not i .
  *MOT:	no .
  *CHI:	i do .
  *MOT:	no .
  *MOT:	come and sit here this stool .
  *MOT:	ah .
  *MOT:	you fun bunny .
  *CHI:	help cm mummy .
  *CHI:	let me down .
  *CHI:	i want to sit there .
  *MOT:	okay .
  *MOT:	do you have a nice time at school today .
  *MOT:	what do you do today .
  *MOT:	oop .
  *MOT:	mm .
  *MOT:	mm .
  *MOT:	oh .
  *MOT:	oh .
  *MOT:	keep break .
  *CHI:	no .
  *MOT:	you want to share it .
  *CHI:	no .
  *CHI:	mummy cm i want to watch something .
  *MOT:	no .
  *CHI:	yes .
  *MOT:	someone be record you cm darling .
  *MOT:	you can not watch television .
  *CHI:	i want to .
  *MOT:	excuse me .
  *CHI:	i want to loud .
  *MOT:	you be luck we have get any chair now .
  *CHI:	why .
  *MOT:	because the other one can be match with that table .
  *CHI:	why .
  *CHI:	ah .
  *CHI:	can you sit proper .
  *MOT:	eleanor .
  *MOT:	eleanor .
  *MOT:	eleanor .
  *CHI:	do not press my .
  *CHI:	i see .
  *CHI:	mum .
  *MOT:	mm .
  *CHI:	mm .
  *MOT:	do you like your sandwich .
  *CHI:	yes .
  *MOT:	and cheese .
  *CHI:	why .
  *MOT:	hm .
  *CHI:	come .
  *CHI:	two eight .
  *CHI:	two .
  *CHI:	eight .
  *CHI:	i want to make a train .
  *CHI:	two .
  *CHI:	two .
  *CHI:	number one .
  *CHI:	two .
  *CHI:	no .
  *CHI:	i need to move that .
  *CHI:	so .
  *MOT:	two .
  *CHI:	two .
  *CHI:	two .
  *CHI:	three .
  *CHI:	ow .
  *CHI:	that hurt .
  *CHI:	robbie red .
  *MOT:	what be you make .
  *CHI:	a little .
  *MOT:	what number can you see there .
  *MOT:	what number be that .
  *CHI:	choo .
  *CHI:	choo .
  *CHI:	choo .
  *CHI:	choo .
  *CHI:	choo .
  *CHI:	choo .
  *CHI:	ow .
  *CHI:	mum cm .
  *MOT:	what cm darling .
  *CHI:	your .
  *MOT:	ooh .
  *MOT:	ooh .
  *CHI:	this be call horsie .
  *CHI:	have you never see horsie .
  *CHI:	i show you .
  *CHI:	okay .
  *MOT:	i be go to the cinema with today .
  *CHI:	why .
  *MOT:	why .
  *MOT:	to see a film .
  *CHI:	no .
  *CHI:	what you go to see .
  *MOT:	call beautiful mind .
  *CHI:	can i see it .
  *MOT:	no .
  *MOT:	it be for adult .
  *CHI:	i want to see it .
  *MOT:	you can not see it .
  *MOT:	it be for adult .
  *MOT:	you be not allow to go and see adult film .
  *CHI:	mummy .
  *CHI:	mummy .
  *CHI:	when i be a big girl end can i .
  *MOT:	when you be a adult .
  *CHI:	yeah .
  *MOT:	course you can .
  *CHI:	yellow .
  *MOT:	ooh .
  *CHI:	yellow .
  *CHI:	green .
  *CHI:	and green sea .
  *CHI:	lucy .
  *CHI:	four .
  *CHI:	look .
  *MOT:	yeah .
  *CHI:	that be it .
  *CHI:	you need another in my .
  *CHI:	two .
  *CHI:	come on cm mum .
  *MOT:	what .
  *MOT:	i should put that .
  *CHI:	choo .
  *CHI:	choo .
  *CHI:	choo .
  *CHI:	ow .
  *CHI:	how wheel .
  *CHI:	come on then .
  *CHI:	be the .
  *CHI:	one .
  *MOT:	one .
  *CHI:	two .
  *CHI:	three .
  *CHI:	hey .
  *CHI:	i know .
  *CHI:	chop .
  *CHI:	chop .
  *CHI:	there .
  *CHI:	two .
  *CHI:	then you have to do a new one .
  *CHI:	there .
  *CHI:	there .
  *CHI:	two .
  *CHI:	there .
  *CHI:	there .
  *CHI:	there we go .
  *CHI:	look at my bed .
  *CHI:	mummy cm look at my bed .
  *MOT:	oh .
  *MOT:	that be a nice bed .
  *CHI:	it be two .
  *CHI:	winnie .
  *CHI:	two .
  *CHI:	three .
  *CHI:	winnie .
  *CHI:	it be a very small bit .
  *CHI:	you know what it be .
  *CHI:	it be a cart .
  *CHI:	four .
  *CHI:	mummy cm put winnie to sleep .
  *MOT:	feel my hand .
  *CHI:	no .
  *MOT:	this one .
  *MOT:	feel my hand .
  *CHI:	cold .
  *MOT:	feel my hand again .
  *MOT:	this one .
  *MOT:	ooh .
  *MOT:	your hand be love and warm .
  *MOT:	will you warm my hand up .
  *CHI:	no .
  *MOT:	oh .
  *MOT:	please .
  *CHI:	there .
  *CHI:	ow .
  *CHI:	yellow .
  *CHI:	i be ready .
  *CHI:	be red ready .
  *CHI:	ready .
  *CHI:	one cm you be one .
  *CHI:	mum .
  *CHI:	mummy cm i want to go to the horse ride .
  *MOT:	horse ride .
  *CHI:	mummy cm i .
  *CHI:	mummy .
  *MOT:	yeah .
  *CHI:	i be the horse call ella .
  *MOT:	bella .
  *MOT:	yes .
  *CHI:	and you be the child .
  *MOT:	yeah .
  *CHI:	mummy cm can you sit on there .
  *MOT:	on what .
  *CHI:	my horse .
  *MOT:	mm .
  *CHI:	can you .
  *CHI:	no .
  *MOT:	what be you play in the garden with those child .
  *CHI:	i do not know .
  *MOT:	say that you be play in the house .
  *MOT:	oop .
  *MOT:	who be you play with in the house .
  *CHI:	i do not play in it .
  *MOT:	what do you play in .
  *CHI:	with the climb frame .
  *MOT:	which be the climb frame .
  *CHI:	yeah .
  *MOT:	what you do .
  *CHI:	the red one .
  *CHI:	it small .
  *CHI:	ah .
  *MOT:	what do you mean it be small .
  *CHI:	ah .
  *MOT:	what do you do on the climb frame .
  *CHI:	it swing up then it swing down .
